Timestamp,Global_active_power,Outdoor Temperature (°C),Sub_metering_1,Sub_metering_2,Sub_metering_3
2023-01-01 00:00:00,1.59,14.025,0.0,0.08,0.0
2023-01-01 01:00:00,2.0263636363636364,25.78787878787879,0.0,0.06363636363636363,0.0
2023-01-01 02:00:00,2.6792307692307693,19.665384615384617,0.0,0.0,0.4707692307692308
2023-01-01 03:00:00,2.0469999999999997,24.32,0.022,0.0,1.324
2023-01-01 04:00:00,2.1507692307692308,13.076923076923077,0.17615384615384616,0.0,0.47692307692307695
2023-01-01 05:00:00,1.889,14.680000000000001,0.0,0.093,0.43600000000000005
2023-01-01 06:00:00,1.798,12.39,0.0,0.048,0.79
2023-01-01 07:00:00,2.0014285714285713,7.951785714285714,0.0,0.0,0.8685714285714285
2023-01-01 08:00:00,1.6907142857142858,13.50357142857143,0.3764285714285714,0.04642857142857142,0.20785714285714288
2023-01-01 09:00:00,2.02,15.151388888888889,0.06583333333333334,0.04083333333333333,0.9199999999999999
2023-01-01 10:00:00,1.3646666666666667,13.073333333333332,0.0,0.050666666666666665,0.0
2023-01-01 11:00:00,1.7625,10.55,0.10625,0.035,0.51625
2023-01-01 12:00:00,1.8266666666666664,14.722222222222221,0.05222222222222222,0.0,0.0
2023-01-01 13:00:00,1.4233333333333331,18.008333333333333,0.13749999999999998,0.0325,0.69
2023-01-01 14:00:00,2.0863636363636364,11.881818181818181,0.0,0.04727272727272727,0.7581818181818182
2023-01-01 15:00:00,1.1333333333333333,12.444444444444445,0.0,0.0,0.0
2023-01-01 16:00:00,1.1763636363636363,10.972727272727273,0.12727272727272726,0.04363636363636363,0.4018181818181818
2023-01-01 17:00:00,1.548125,19.00625,0.21687499999999998,0.053125000000000006,0.745625
2023-01-01 18:00:00,1.6460000000000001,9.945,0.279,0.041999999999999996,0.20299999999999999
2023-01-01 19:00:00,2.0425,18.225,0.0,0.0,0.625
2023-01-01 20:00:00,2.238,14.6,0.10500000000000001,0.0,1.2550000000000001
2023-01-01 21:00:00,1.7763636363636364,12.045454545454545,0.0,0.06727272727272728,0.5663636363636364
2023-01-01 22:00:00,1.408,15.48,0.19,0.158,0.6559999999999999
2023-01-01 23:00:00,2.2,14.591025641025642,0.47692307692307695,0.03769230769230769,1.0092307692307694
2023-01-02 00:00:00,2.36375,16.52916666666667,0.0,0.0,0.4825
2023-01-02 01:00:00,2.03,20.2,0.1711111111111111,0.0,0.6788888888888889
2023-01-02 02:00:00,1.0183333333333333,9.866666666666667,0.215,0.06,0.0
2023-01-02 03:00:00,1.29,3.7125000000000004,0.22125,0.04,0.0
2023-01-02 04:00:00,1.8576923076923075,18.046153846153846,0.3823076923076923,0.0,0.0
2023-01-02 05:00:00,0.7183333333333334,19.641666666666666,0.0,0.1125,0.0
2023-01-02 06:00:00,1.6185714285714285,12.299999999999999,0.26357142857142857,0.0,0.2842857142857143
2023-01-02 07:00:00,1.319090909090909,14.19090909090909,0.33545454545454545,0.04,0.0
2023-01-02 08:00:00,1.3599999999999999,14.115,0.0,0.08,0.645
2023-01-02 09:00:00,1.5925,20.3,0.2316666666666667,0.06333333333333334,0.0
2023-01-02 10:00:00,1.3766666666666667,13.725,0.0,0.06083333333333333,0.27499999999999997
2023-01-02 11:00:00,1.7414285714285713,13.339285714285714,0.24857142857142858,0.032857142857142856,0.0
2023-01-02 12:00:00,1.0939999999999999,18.57,0.0,0.087,0.0
2023-01-02 13:00:00,1.95,10.014285714285714,0.6714285714285715,0.041428571428571426,0.0
2023-01-02 14:00:00,2.319,19.07,0.0,0.0,0.0
2023-01-02 15:00:00,1.864666666666667,17.696666666666665,0.13333333333333333,0.03133333333333333,0.5126666666666667
